,0
758,0.604
759,0.0
760,0.622
761,0.0
762,0.0
763,0.0
764,0.0
765,0.0
766,0.0
767,0.0
768,0.766
769,0.0
770,0.0
771,0.802
772,0.09999999999999998
773,0.0
774,0.0
775,0.352
776,0.874
777,0.856
778,0.6579999999999999
779,0.874
780,0.73
781,0.532
782,0.0
783,0.82
784,0.0
785,0.784
786,0.73
787,0.712
788,0.0
789,0.802
790,0.0
791,0.0
792,0.748
793,0.802
794,0.0
795,0.0
796,0.0
797,0.802
798,0.0
799,0.838
800,0.0
801,0.874
802,0.15400000000000003
803,0.0
804,0.712
805,0.0
806,0.0
807,0.0
808,0.82
809,0.136
810,0.18999999999999995
811,0.874
812,0.694
813,0.0
814,0.0
815,0.0
816,0.6759999999999999
817,0.6399999999999999
818,0.0
819,0.514
820,0.244
821,0.0
822,0.0
823,0.0
824,0.0
825,0.18999999999999995
826,0.0
827,0.37
828,0.802
829,0.31599999999999995
830,0.586
831,0.15400000000000003
832,0.0
833,0.838
834,0.352
835,0.0
836,0.694
837,0.0
838,0.0
839,0.0
840,0.0
841,0.838
842,0.622
843,0.802
844,0.0
845,0.42399999999999993
846,0.44199999999999995
847,0.766
848,0.712
849,0.766
850,0.514
851,0.82
852,0.29799999999999993
853,0.856
854,0.15400000000000003
855,0.55
856,0.802
857,0.0
858,0.82
859,0.802
860,0.15400000000000003
861,0.838
862,0.0
863,0.2799999999999999
864,0.0
865,0.802
866,0.09999999999999998
867,0.0
868,0.0
869,0.44199999999999995
870,0.3879999999999999
871,0.37
872,0.29799999999999993
873,0.0
874,0.748
875,0.856
876,0.262
877,0.802
878,0.0
879,0.478
880,0.0
881,0.0
882,0.82
883,0.6579999999999999
884,0.0
885,0.6399999999999999
886,0.0
887,0.0
888,0.0
889,0.0
890,0.15400000000000003
891,0.0
892,0.532
893,0.802
894,0.0
895,0.0
896,0.55
897,0.44199999999999995
898,0.6399999999999999
899,0.33399999999999996
900,0.874
901,0.856
902,0.0
903,0.0
904,0.4059999999999999
905,0.0
906,0.856
907,0.244
908,0.73
909,0.5680000000000001
910,0.0
911,0.31599999999999995
912,0.136
913,0.0
914,0.0
915,0.6579999999999999
916,0.0
917,0.17199999999999993
918,0.82
919,0.5680000000000001
920,0.0
921,0.874
922,0.0
923,0.0
924,0.856
925,0.802
926,0.0
927,0.784
928,0.514
929,0.0
930,0.0
931,0.4959999999999999
932,0.45999999999999996
933,0.73
934,0.0
935,0.0
936,0.0
937,0.0
938,0.0
939,0.712
940,0.244
941,0.22599999999999998
942,0.874
943,0.0
944,0.712
945,0.0
946,0.0
947,0.0
948,0.0
949,0.4959999999999999
950,0.0
951,0.874
952,0.244
953,0.0
954,0.6759999999999999
955,0.784
956,0.784
957,0.874
958,0.6579999999999999
959,0.33399999999999996
960,0.514
961,0.33399999999999996
962,0.4959999999999999
963,0.0
964,0.6399999999999999
965,0.0
966,0.0
967,0.0
968,0.4959999999999999
969,0.0
970,0.0
971,0.0
972,0.0
973,0.766
974,0.622
975,0.0
976,0.82
977,0.0
978,0.604
979,0.33399999999999996
980,0.45999999999999996
981,0.766
982,0.55
983,0.3879999999999999
984,0.0
985,0.09999999999999998
986,0.6759999999999999
987,0.0
988,0.0
989,0.118
990,0.0
991,0.586
992,0.0
993,0.6399999999999999
994,0.0
995,0.4959999999999999
996,0.6759999999999999
997,0.136
998,0.0
999,0.0
1000,0.856
1001,0.802
1002,0.0
1003,0.0
1004,0.31599999999999995
1005,0.0
1006,0.29799999999999993
1007,0.0
1008,0.0
1009,0.0
1010,0.0
1011,0.0
1012,0.0
1013,0.44199999999999995
1014,0.17199999999999993
1015,0.856
1016,0.0
1017,0.22599999999999998
1018,0.22599999999999998
1019,0.0
1020,0.31599999999999995
1021,0.604
1022,0.0
1023,0.0
1024,0.0
1025,0.0
1026,0.0
1027,0.33399999999999996
1028,0.0
1029,0.532
1030,0.29799999999999993
1031,0.0
1032,0.874
1033,0.0
1034,0.784
1035,0.604
1036,0.73
1037,0.0
1038,0.6759999999999999
1039,0.874
1040,0.0
1041,0.694
1042,0.29799999999999993
1043,0.0
1044,0.55
1045,0.604
1046,0.0
1047,0.82
1048,0.856
1049,0.73
1050,0.82
1051,0.874
1052,0.0
1053,0.0
1054,0.532
1055,0.82
1056,0.0
1057,0.82
1058,0.244
1059,0.0
1060,0.6759999999999999
1061,0.262
1062,0.874
1063,0.0
1064,0.874
1065,0.694
1066,0.0
1067,0.42399999999999993
1068,0.0
1069,0.0
1070,0.0
1071,0.0
1072,0.0
1073,0.0
1074,0.0
1075,0.0
1076,0.0
1077,0.0
1078,0.29799999999999993
1079,0.118
1080,0.45999999999999996
1081,0.802
1082,0.73
1083,0.0
1084,0.0
1085,0.09999999999999998
1086,0.838
1087,0.0
1088,0.262
1089,0.748
1090,0.45999999999999996
1091,0.0
1092,0.3879999999999999
1093,0.856
1094,0.0
1095,0.0
1096,0.352
1097,0.0
1098,0.352
1099,0.0
1100,0.694
1101,0.856
1102,0.622
1103,0.784
1104,0.0
1105,0.262
1106,0.15400000000000003
1107,0.0
1108,0.0
1109,0.0
1110,0.6399999999999999
1111,0.0
1112,0.31599999999999995
1113,0.0
1114,0.0
1115,0.802
1116,0.0
1117,0.0
1118,0.55
1119,0.838
1120,0.37
1121,0.42399999999999993
1122,0.0
1123,0.802
1124,0.6399999999999999
1125,0.4959999999999999
1126,0.0
1127,0.0
1128,0.6579999999999999
1129,0.0
1130,0.802
1131,0.0
1132,0.352
1133,0.0
1134,0.3879999999999999
1135,0.55
1136,0.0
1137,0.0
1138,0.4959999999999999
1139,0.0
1140,0.18999999999999995
1141,0.0
1142,0.0
1143,0.29799999999999993
1144,0.0
1145,0.0
1146,0.118
1147,0.0
1148,0.5680000000000001
1149,0.0
1150,0.0
1151,0.712
1152,0.748
1153,0.0
1154,0.0
1155,0.0
1156,0.0
1157,0.6759999999999999
1158,0.0
1159,0.0
1160,0.0
1161,0.0
1162,0.0
1163,0.0
1164,0.82
1165,0.42399999999999993
1166,0.0
1167,0.0
1168,0.802
1169,0.42399999999999993
1170,0.0
1171,0.0
1172,0.352
1173,0.55
1174,0.0
1175,0.766
1176,0.18999999999999995
1177,0.0
1178,0.0
1179,0.694
1180,0.0
1181,0.82
1182,0.0
1183,0.0
1184,0.0
1185,0.0
1186,0.0
1187,0.6759999999999999
1188,0.0
1189,0.532
1190,0.0
1191,0.766
1192,0.748
1193,0.838
1194,0.0
1195,0.0
1196,0.3879999999999999
1197,0.0
1198,0.0
1199,0.604
1200,0.4059999999999999
1201,0.0
1202,0.82
1203,0.6759999999999999
1204,0.802
1205,0.0
1206,0.0
1207,0.0
1208,0.0
1209,0.874
1210,0.766
1211,0.20799999999999996
1212,0.73
1213,0.0
1214,0.0
1215,0.0
1216,0.0
1217,0.45999999999999996
1218,0.82
1219,0.0
1220,0.586
1221,0.748
1222,0.136
1223,0.0
1224,0.0
1225,0.802
1226,0.136
1227,0.478
1228,0.0
1229,0.33399999999999996
1230,0.0
1231,0.82
1232,0.0
1233,0.262
1234,0.0
1235,0.0
1236,0.0
1237,0.856
1238,0.6579999999999999
1239,0.82
1240,0.694
1241,0.784
1242,0.0
1243,0.0
1244,0.748
1245,0.874
1246,0.18999999999999995
1247,0.82
1248,0.856
1249,0.0
1250,0.45999999999999996
1251,0.874
1252,0.0
1253,0.0
1254,0.0
1255,0.0
1256,0.0
1257,0.0
1258,0.0
1259,0.0
1260,0.0
1261,0.0
1262,0.6759999999999999
1263,0.0
1264,0.0
1265,0.0
1266,0.2799999999999999
1267,0.856
1268,0.6759999999999999
1269,0.712
1270,0.0
1271,0.0
1272,0.0
1273,0.604
1274,0.0
1275,0.29799999999999993
1276,0.0
1277,0.0
1278,0.0
1279,0.6399999999999999
1280,0.3879999999999999
1281,0.6759999999999999
1282,0.784
1283,0.55
1284,0.0
1285,0.0
1286,0.0
1287,0.0
1288,0.33399999999999996
1289,0.622
1290,0.33399999999999996
1291,0.0
1292,0.0
1293,0.0
1294,0.0
1295,0.55
1296,0.6759999999999999
1297,0.0
1298,0.0
1299,0.0
1300,0.6399999999999999
1301,0.748
1302,0.136
1303,0.42399999999999993
1304,0.73
1305,0.0
1306,0.514
1307,0.0
1308,0.0
1309,0.0
1310,0.2799999999999999
1311,0.4059999999999999
1312,0.29799999999999993
1313,0.0
1314,0.0
1315,0.514
1316,0.244
1317,0.604
1318,0.33399999999999996
1319,0.856
1320,0.0
1321,0.0
1322,0.55
1323,0.0
1324,0.0
1325,0.0
1326,0.37
1327,0.784
1328,0.0
1329,0.802
1330,0.748
1331,0.856
1332,0.0
1333,0.15400000000000003
1334,0.0
1335,0.0
1336,0.748
1337,0.55
1338,0.802
1339,0.42399999999999993
1340,0.874
1341,0.0
1342,0.784
1343,0.0
1344,0.0
1345,0.0
1346,0.82
1347,0.856
1348,0.0
1349,0.0
1350,0.802
1351,0.0
1352,0.838
1353,0.6579999999999999
1354,0.0
1355,0.262
1356,0.802
1357,0.0
1358,0.0
1359,0.6579999999999999
1360,0.766
1361,0.0
1362,0.262
1363,0.874
1364,0.604
1365,0.622
1366,0.802
1367,0.17199999999999993
1368,0.838
1369,0.622
1370,0.784
1371,0.532
1372,0.0
1373,0.838
1374,0.478
1375,0.0
1376,0.856
1377,0.0
1378,0.6579999999999999
1379,0.604
1380,0.29799999999999993
1381,0.0
1382,0.0
1383,0.0
1384,0.784
1385,0.0
1386,0.33399999999999996
1387,0.874
1388,0.15400000000000003
1389,0.622
1390,0.0
1391,0.15400000000000003
1392,0.82
1393,0.0
1394,0.0
1395,0.0
1396,0.5680000000000001
1397,0.0
1398,0.0
1399,0.262
1400,0.6579999999999999
1401,0.0
1402,0.15400000000000003
1403,0.0
1404,0.766
1405,0.694
1406,0.0
1407,0.802
1408,0.0
1409,0.838
1410,0.514
1411,0.0
1412,0.0
1413,0.73
1414,0.856
1415,0.622
1416,0.73
1417,0.802
1418,0.0
1419,0.694
1420,0.0
1421,0.0
1422,0.622
1423,0.44199999999999995
1424,0.0
1425,0.6759999999999999
1426,0.838
1427,0.748
1428,0.37
1429,0.0
1430,0.0
1431,0.514
1432,0.604
1433,0.44199999999999995
1434,0.874
1435,0.0
1436,0.766
1437,0.0
1438,0.18999999999999995
1439,0.586
1440,0.856
1441,0.0
1442,0.55
1443,0.0
1444,0.712
1445,0.0
1446,0.15400000000000003
1447,0.586
1448,0.136
1449,0.118
1450,0.0
1451,0.784
1452,0.694
1453,0.0
1454,0.44199999999999995
1455,0.0
1456,0.82
1457,0.0
1458,0.0
1459,0.0
1460,0.73
1461,0.5680000000000001
1462,0.0
1463,0.82
1464,0.55
1465,0.0
1466,0.0
1467,0.0
1468,0.09999999999999998
1469,0.0
1470,0.784
1471,0.4959999999999999
1472,0.0
1473,0.0
1474,0.856
1475,0.09999999999999998
1476,0.262
1477,0.712
1478,0.784
1479,0.6579999999999999
1480,0.0
1481,0.0
1482,0.4059999999999999
1483,0.5680000000000001
1484,0.6399999999999999
1485,0.0
1486,0.622
1487,0.20799999999999996
1488,0.802
1489,0.0
1490,0.766
1491,0.0
1492,0.4959999999999999
1493,0.586
1494,0.0
1495,0.0
1496,0.6759999999999999
1497,0.0
1498,0.0
1499,0.0
1500,0.0
1501,0.0
1502,0.20799999999999996
1503,0.802
1504,0.0
1505,0.6759999999999999
1506,0.0
1507,0.0
1508,0.0
1509,0.82
1510,0.784
1511,0.874
1512,0.42399999999999993
1513,0.532
1514,0.37
1515,0.136
1516,0.33399999999999996
1517,0.0
1518,0.0
1519,0.0
1520,0.0
1521,0.3879999999999999
1522,0.42399999999999993
1523,0.29799999999999993
1524,0.0
1525,0.3879999999999999
1526,0.09999999999999998
1527,0.0
1528,0.136
1529,0.0
1530,0.0
1531,0.874
1532,0.856
1533,0.0
1534,0.22599999999999998
1535,0.0
1536,0.42399999999999993
1537,0.604
1538,0.748
1539,0.712
1540,0.0
1541,0.532
1542,0.586
1543,0.4959999999999999
1544,0.856
1545,0.0
1546,0.0
1547,0.45999999999999996
1548,0.82
1549,0.0
1550,0.0
1551,0.784
1552,0.0
1553,0.622
1554,0.604
1555,0.838
1556,0.29799999999999993
1557,0.784
1558,0.15400000000000003
1559,0.0
1560,0.0
1561,0.29799999999999993
1562,0.0
1563,0.33399999999999996
1564,0.856
1565,0.42399999999999993
1566,0.09999999999999998
1567,0.856
1568,0.784
1569,0.0
1570,0.694
1571,0.0
1572,0.514
1573,0.0
1574,0.0
1575,0.0
1576,0.0
1577,0.0
1578,0.0
1579,0.0
1580,0.766
1581,0.0
1582,0.29799999999999993
1583,0.4059999999999999
1584,0.0
1585,0.838
1586,0.0
1587,0.0
1588,0.09999999999999998
1589,0.0
1590,0.0
1591,0.0
1592,0.856
1593,0.0
1594,0.694
1595,0.6759999999999999
1596,0.0
1597,0.802
1598,0.838
1599,0.20799999999999996
1600,0.748
1601,0.6759999999999999
1602,0.0
1603,0.0
1604,0.0
1605,0.0
1606,0.0
1607,0.0
1608,0.0
1609,0.586
1610,0.766
1611,0.0
1612,0.622
1613,0.31599999999999995
1614,0.0
1615,0.0
1616,0.514
1617,0.352
1618,0.0
1619,0.0
1620,0.784
1621,0.0
1622,0.0
1623,0.874
1624,0.766
1625,0.0
1626,0.838
1627,0.09999999999999998
1628,0.6579999999999999
1629,0.856
1630,0.0
1631,0.73
1632,0.0
1633,0.0
1634,0.0
1635,0.0
1636,0.6399999999999999
1637,0.6759999999999999
1638,0.0
1639,0.31599999999999995
1640,0.262
1641,0.44199999999999995
1642,0.44199999999999995
1643,0.856
1644,0.6399999999999999
1645,0.0
1646,0.874
1647,0.352
1648,0.244
1649,0.0
1650,0.856
1651,0.0
1652,0.0
1653,0.802
1654,0.37
1655,0.0
1656,0.0
1657,0.766
1658,0.55
1659,0.45999999999999996
1660,0.622
1661,0.0
1662,0.838
1663,0.352
1664,0.0
1665,0.29799999999999993
1666,0.6579999999999999
1667,0.82
1668,0.0
1669,0.802
1670,0.0
1671,0.0
1672,0.4959999999999999
1673,0.874
1674,0.20799999999999996
1675,0.0
1676,0.0
1677,0.5680000000000001
1678,0.0
1679,0.37
1680,0.09999999999999998
1681,0.622
1682,0.0
1683,0.0
1684,0.0
1685,0.802
1686,0.0
1687,0.09999999999999998
1688,0.73
1689,0.4059999999999999
1690,0.748
1691,0.532
1692,0.0
1693,0.262
1694,0.784
1695,0.0
1696,0.0
1697,0.0
1698,0.0
1699,0.622
1700,0.0
1701,0.532
1702,0.0
1703,0.73
1704,0.22599999999999998
1705,0.0
1706,0.856
1707,0.0
1708,0.0
1709,0.622
1710,0.17199999999999993
1711,0.0
1712,0.856
1713,0.0
1714,0.604
1715,0.0
1716,0.0
1717,0.73
1718,0.73
1719,0.0
1720,0.532
1721,0.42399999999999993
1722,0.0
1723,0.586
1724,0.6399999999999999
1725,0.4959999999999999
1726,0.0
1727,0.0
1728,0.748
1729,0.0
1730,0.748
1731,0.838
1732,0.622
1733,0.0
1734,0.0
1735,0.0
1736,0.0
1737,0.0
1738,0.766
1739,0.0
1740,0.532
1741,0.0
1742,0.0
1743,0.262
1744,0.0
1745,0.874
1746,0.0
1747,0.0
1748,0.18999999999999995
1749,0.0
1750,0.73
1751,0.6759999999999999
1752,0.0
1753,0.532
1754,0.0
1755,0.0
1756,0.0
1757,0.29799999999999993
1758,0.6579999999999999
1759,0.784
1760,0.0
1761,0.6759999999999999
1762,0.0
1763,0.0
1764,0.0
1765,0.73
1766,0.0
1767,0.0
1768,0.514
1769,0.33399999999999996
1770,0.766
1771,0.694
1772,0.0
1773,0.0
1774,0.0
1775,0.15400000000000003
1776,0.42399999999999993
1777,0.766
1778,0.748
1779,0.0
1780,0.0
1781,0.0
1782,0.532
1783,0.0
1784,0.0
1785,0.0
1786,0.0
1787,0.802
1788,0.5680000000000001
1789,0.37
1790,0.33399999999999996
1791,0.0
1792,0.0
1793,0.82
1794,0.73
1795,0.82
1796,0.0
1797,0.4959999999999999
1798,0.766
1799,0.0
1800,0.0
1801,0.0
1802,0.784
1803,0.29799999999999993
1804,0.478
1805,0.0
1806,0.31599999999999995
1807,0.09999999999999998
1808,0.784
1809,0.838
1810,0.874
1811,0.0
1812,0.478
1813,0.0
1814,0.0
1815,0.244
1816,0.0
1817,0.0
1818,0.0
1819,0.766
1820,0.0
1821,0.15400000000000003
1822,0.0
1823,0.0
1824,0.0
1825,0.82
1826,0.0
1827,0.2799999999999999
1828,0.784
1829,0.0
1830,0.0
1831,0.0
1832,0.604
1833,0.4059999999999999
1834,0.82
1835,0.0
1836,0.0
1837,0.0
1838,0.0
1839,0.874
1840,0.766
1841,0.0
1842,0.0
1843,0.15400000000000003
1844,0.766
1845,0.0
1846,0.0
1847,0.244
1848,0.42399999999999993
1849,0.748
1850,0.856
1851,0.118
1852,0.0
1853,0.0
1854,0.748
1855,0.0
1856,0.0
1857,0.0
1858,0.694
1859,0.82
1860,0.4059999999999999
1861,0.0
1862,0.5680000000000001
1863,0.0
1864,0.6759999999999999
1865,0.802
1866,0.0
1867,0.604
1868,0.0
1869,0.748
1870,0.0
1871,0.0
1872,0.0
1873,0.0
1874,0.0
1875,0.0
1876,0.0
1877,0.586
1878,0.622
1879,0.6399999999999999
1880,0.2799999999999999
1881,0.136
1882,0.3879999999999999
1883,0.2799999999999999
1884,0.604
1885,0.18999999999999995
1886,0.0
1887,0.0
1888,0.0
1889,0.22599999999999998
1890,0.0
1891,0.0
1892,0.0
1893,0.874
1894,0.784
1895,0.0
1896,0.856
1897,0.82
1898,0.766
1899,0.0
1900,0.244
1901,0.0
1902,0.0
1903,0.838
1904,0.784
